time_stamp,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
12.105,0.0,0.0,0.0,0.0,0.0,0.0
12.506,-38.0,3.0,15.0,16290.0,869.0,-545.0
12.907,-33.0,-8.0,9.0,16305.0,851.0,-500.0
13.308,-47.0,-4.0,8.0,16280.0,854.0,-501.0
13.709,-29.0,-3.0,14.0,16288.0,864.0,-495.0
14.11,-25.0,-15.0,13.0,16284.0,874.0,-493.0
14.511,-35.0,-8.0,5.0,16296.0,869.0,-448.0
14.912,-4433.0,-2392.0,11825.0,17706.0,515.0,-366.0
15.313,-2004.0,7912.0,-5175.0,15518.0,1815.0,1757.0
15.714,-1723.0,3866.0,-4050.0,15906.0,5682.0,7612.0
16.115,-616.0,3354.0,594.0,11986.0,3684.0,8737.0
16.516,-4957.0,5187.0,-2045.0,9863.0,3570.0,12768.0
16.917,-4433.0,3495.0,779.0,6267.0,872.0,15725.0
17.318,-1256.0,5280.0,308.0,2840.0,-1595.0,15528.0
17.719,-1550.0,2655.0,1457.0,-458.0,-4118.0,16247.0
18.12,-2229.0,1989.0,1196.0,-2586.0,-4627.0,14830.0
18.521,-182.0,428.0,274.0,-3249.0,-5595.0,15056.0
18.922,-70.0,-98.0,157.0,-3575.0,-5700.0,14906.0
19.323,31.0,-210.0,-176.0,-3597.0,-5907.0,15044.0
19.724,293.0,-149.0,-184.0,-3319.0,-5421.0,14981.0
20.125,4438.0,-602.0,-5083.0,-3305.0,-5048.0,15373.0
20.526,9518.0,-1742.0,-2742.0,-884.0,392.0,16881.0
20.927,7446.0,-1694.0,-870.0,-745.0,6926.0,14104.0
21.328,6565.0,-778.0,632.0,-1722.0,11756.0,11167.0
21.729,3734.0,-15.0,-230.0,-900.0,14361.0,7234.0
22.13,1497.0,324.0,-325.0,-626.0,16022.0,4314.0
22.531,5880.0,696.0,2409.0,-1782.0,16422.0,1723.0
22.932,4530.0,770.0,-603.0,-829.0,16722.0,-1933.0
23.333,-501.0,74.0,-323.0,-1127.0,16318.0,-2519.0
23.734,-9975.0,-2033.0,147.0,-1410.0,16955.0,2579.0
24.135,-9139.0,-198.0,727.0,-1243.0,12818.0,9942.0
24.536,-8630.0,-415.0,1974.0,-92.0,7967.0,13788.0
24.937,-6475.0,-315.0,1892.0,-74.0,1714.0,16428.0
25.338,-1234.0,1250.0,694.0,-731.0,-1624.0,16304.0
25.739,-2034.0,99.0,630.0,-893.0,-2597.0,17046.0
26.14,-3893.0,-2854.0,-156.0,-1172.0,-3497.0,16505.0
26.541,1221.0,1302.0,-1190.0,173.0,-1861.0,15420.0
26.942,2463.0,2781.0,-1622.0,-1093.0,-3409.0,15773.0
27.343,-173.0,-101.0,-468.0,-722.0,-463.0,16879.0
27.744,-66.0,-83.0,198.0,-1354.0,-2008.0,16299.0
28.145,-1763.0,-1052.0,425.0,-705.0,-2477.0,16266.0
28.546,2477.0,-2512.0,-2361.0,708.0,-2997.0,16226.0
28.947,436.0,1236.0,437.0,396.0,-2059.0,16202.0
29.348,590.0,97.0,88.0,501.0,-1645.0,16940.0
29.749,93.0,23.0,32.0,-51.0,-1693.0,16478.0
30.15,-41.0,-249.0,-11.0,-87.0,-1218.0,16662.0
30.551,-1285.0,611.0,-435.0,-183.0,-2064.0,16411.0
30.952,95.0,62.0,-159.0,-242.0,-2170.0,16298.0
31.353,-824.0,2561.0,1262.0,-1193.0,-2521.0,16278.0
31.754,-601.0,2325.0,625.0,-3540.0,-3227.0,15767.0
32.155,-309.0,2269.0,885.0,-5466.0,-2516.0,15051.0
32.556,310.0,3209.0,951.0,-7439.0,-2457.0,13818.0
32.957,-1741.0,2305.0,-287.0,-9113.0,-3518.0,13640.0
33.358,-1102.0,2144.0,417.0,-10749.0,-3563.0,11905.0
33.759,-1190.0,1305.0,435.0,-11919.0,-4114.0,10390.0
34.16,-761.0,1317.0,-146.0,-12737.0,-4156.0,9908.0
34.561,56.0,3217.0,875.0,-13438.0,-3672.0,8286.0
34.962,57.0,2620.0,1012.0,-14519.0,-3266.0,5651.0
35.363,82.0,1329.0,98.0,-15184.0,-3456.0,3962.0
35.764,2175.0,1437.0,3201.0,-16332.0,-3203.0,1697.0
36.165,-338.0,1232.0,1498.0,-16274.0,-2024.0,415.0
36.566,677.0,884.0,1297.0,-16370.0,-892.0,-548.0
36.967,-216.0,149.0,-64.0,-16814.0,-1045.0,-373.0
37.368,-637.0,196.0,-107.0,-16050.0,-429.0,-941.0
37.769,-57.0,-614.0,11.0,-16346.0,-751.0,-876.0
38.17,-65.0,-81.0,-61.0,-16441.0,-766.0,-786.0
38.571,-171.0,-11.0,-193.0,-16565.0,-1046.0,-666.0
38.972,-522.0,-501.0,-1117.0,-16312.0,-1021.0,-585.0
39.373,109.0,-2502.0,-1951.0,-16611.0,-2146.0,324.0
39.774,-671.0,-1981.0,-636.0,-16427.0,-2484.0,1873.0
40.175,915.0,-4058.0,-1045.0,-14860.0,-2525.0,5722.0
40.576,-1003.0,-3818.0,-1795.0,-13369.0,-4289.0,8877.0
40.977,547.0,-3902.0,-936.0,-11985.0,-5243.0,10867.0
41.378,1336.0,-2726.0,-587.0,-8490.0,-6164.0,12548.0
41.779,1160.0,-2718.0,-841.0,-5695.0,-5588.0,14516.0
42.18,950.0,-2486.0,-819.0,-3446.0,-4598.0,15317.0
42.581,769.0,-1267.0,-428.0,-2147.0,-4255.0,15756.0
42.982,746.0,-1767.0,-738.0,-1275.0,-3874.0,15927.0
43.383,-353.0,-161.0,-85.0,-809.0,-3889.0,15938.0
43.784,-126.0,-222.0,108.0,-640.0,-3640.0,16194.0
44.185,469.0,-306.0,-44.0,-883.0,-3799.0,15976.0
44.586,-25.0,-25.0,-88.0,-693.0,-3786.0,16046.0
44.987,-164.0,237.0,85.0,-394.0,-3788.0,16312.0
45.388,-110.0,-188.0,-84.0,-907.0,-3538.0,15945.0
45.789,-39.0,93.0,83.0,-735.0,-3653.0,15775.0
46.19,114.0,-186.0,-201.0,-682.0,-3574.0,15954.0
46.591,-279.0,118.0,709.0,-415.0,-3073.0,15950.0
46.992,2831.0,-7.0,1023.0,-828.0,-2530.0,16493.0
47.393,1962.0,-1700.0,-43.0,451.0,-3618.0,17004.0
47.794,-120.0,2225.0,4666.0,-614.0,-755.0,15534.0
48.195,3342.0,226.0,-1568.0,-1008.0,-586.0,17400.0
48.596,-640.0,2285.0,-1326.0,-1716.0,415.0,16104.0
48.997,-941.0,-545.0,-218.0,-122.0,-411.0,17206.0
49.398,-237.0,-302.0,-910.0,-710.0,-106.0,16397.0
49.799,551.0,361.0,-733.0,-587.0,-56.0,16640.0
50.2,229.0,-1034.0,-105.0,-133.0,68.0,15983.0
50.601,290.0,1777.0,661.0,208.0,-4274.0,16438.0
51.002,-496.0,-376.0,178.0,-1792.0,-1974.0,18069.0
51.403,-648.0,-153.0,-618.0,-870.0,-1491.0,16026.0
51.804,-819.0,-30.0,-91.0,-1136.0,-1815.0,16613.0
52.205,-470.0,137.0,-169.0,-274.0,-2185.0,16220.0
52.606,-433.0,-117.0,77.0,-842.0,-1891.0,16072.0
53.007,-363.0,-188.0,-216.0,-523.0,-2438.0,16268.0
53.408,-473.0,-479.0,-827.0,-427.0,-2256.0,15931.0
53.809,-404.0,-44.0,-127.0,-337.0,-2547.0,16241.0
54.21,-268.0,-1215.0,-548.0,-243.0,-2360.0,16356.0
54.611,-3050.0,-5559.0,588.0,1531.0,-2159.0,16249.0
55.012,-645.0,-2098.0,-653.0,6027.0,-4283.0,14590.0
55.413,553.0,-1048.0,-1091.0,7924.0,-4556.0,13539.0
55.814,-638.0,-1696.0,-1882.0,8839.0,-3828.0,13063.0
56.215,-75.0,-1192.0,405.0,10001.0,-4456.0,12021.0
56.616,-111.0,-526.0,815.0,10619.0,-4504.0,12262.0
57.017,-641.0,-826.0,186.0,10825.0,-4239.0,11760.0
57.418,-248.0,-825.0,532.0,11336.0,-4474.0,11532.0
57.819,-93.0,-1543.0,1650.0,11750.0,-5236.0,10144.0
58.22,397.0,-2279.0,-109.0,12568.0,-5802.0,9281.0
58.621,-1081.0,-950.0,13.0,12669.0,-5709.0,8676.0
59.022,-770.0,-1475.0,-2429.0,12753.0,-5664.0,7499.0
59.423,-2054.0,-2214.0,54.0,13365.0,-6571.0,5618.0
59.824,-2031.0,-3722.0,-4318.0,15449.0,-8057.0,2732.0
60.225,-948.0,-1184.0,-129.0,14713.0,-6415.0,1026.0
60.626,-649.0,-965.0,-881.0,15557.0,-6627.0,-374.0
61.027,-252.0,-832.0,-490.0,14785.0,-5762.0,-693.0
61.428,-709.0,91.0,43.0,15246.0,-6657.0,-794.0
61.829,-80.0,-101.0,-948.0,15417.0,-6442.0,-764.0
62.23,500.0,1179.0,3379.0,15373.0,-7067.0,96.0
62.631,2840.0,9258.0,-1491.0,13754.0,-8963.0,4077.0
63.032,2014.0,3032.0,-2340.0,12443.0,-8786.0,9163.0
63.433,654.0,2792.0,1244.0,9684.0,-6449.0,11902.0
63.834,-162.0,4917.0,8085.0,1877.0,-6762.0,14466.0
64.235,5297.0,4266.0,-4699.0,-2031.0,-4318.0,15477.0
64.636,1405.0,-110.0,-2306.0,-667.0,-4085.0,16058.0
65.037,767.0,-406.0,-342.0,-1247.0,-2971.0,16229.0
65.438,-190.0,-67.0,558.0,-748.0,-2912.0,16606.0
65.839,-82.0,-634.0,35.0,95.0,-3423.0,16165.0
66.24,-173.0,-135.0,-70.0,-701.0,-3730.0,16244.0
66.641,748.0,-11.0,-68.0,-463.0,-3152.0,16213.0
67.042,2234.0,445.0,462.0,-778.0,-1893.0,16459.0
67.443,4483.0,2131.0,4983.0,-1512.0,1539.0,16794.0
67.844,2855.0,324.0,1099.0,-1881.0,6198.0,14840.0
68.245,1301.0,-43.0,380.0,-1357.0,8147.0,14250.0
68.646,4274.0,-2824.0,459.0,-116.0,9936.0,13397.0
69.047,1343.0,-204.0,437.0,-337.0,12103.0,11857.0
69.448,740.0,-1225.0,255.0,33.0,12507.0,10213.0
69.849,-367.0,196.0,61.0,21.0,13652.0,9554.0
70.25,717.0,93.0,161.0,-707.0,13976.0,8905.0
70.651,508.0,-22.0,148.0,-49.0,14327.0,8100.0
71.052,-92.0,-186.0,3.0,234.0,13808.0,7815.0
71.453,-86.0,-76.0,-123.0,131.0,14699.0,7806.0
71.854,-717.0,44.0,38.0,-91.0,14338.0,8066.0
72.255,-10441.0,1120.0,3219.0,966.0,12859.0,10277.0
72.656,-7628.0,1641.0,-48.0,279.0,8145.0,12915.0
73.057,-5626.0,2046.0,-2646.0,-1400.0,3387.0,15896.0
73.458,-4954.0,-1614.0,-3556.0,-1605.0,-614.0,17430.0
73.859,-2335.0,-1658.0,-1203.0,594.0,-4896.0,15843.0
74.26,-80.0,47.0,-408.0,337.0,-3458.0,15897.0
74.661,-149.0,-64.0,-251.0,637.0,-3756.0,16055.0
75.062,-219.0,86.0,139.0,853.0,-3869.0,15945.0
75.463,-366.0,-196.0,-274.0,769.0,-3736.0,15979.0
75.864,-255.0,-18.0,-77.0,578.0,-3870.0,16145.0
76.265,-120.0,75.0,-100.0,550.0,-3776.0,15990.0
76.666,-78.0,0.0,-101.0,660.0,-4301.0,15788.0
77.067,36.0,-15.0,-5.0,770.0,-4092.0,15782.0
77.468,-295.0,49.0,253.0,438.0,-3839.0,16132.0
77.869,35.0,25.0,42.0,436.0,-4157.0,15988.0
78.27,-86.0,46.0,-40.0,539.0,-4218.0,16053.0
78.671,-140.0,58.0,-170.0,942.0,-3777.0,15742.0
79.072,-52.0,17.0,-76.0,789.0,-4145.0,15948.0
79.473,-66.0,-5.0,-49.0,609.0,-4135.0,15981.0
79.874,-144.0,-58.0,-141.0,754.0,-3995.0,16023.0
80.275,-59.0,-89.0,210.0,764.0,-3995.0,16047.0
80.676,-145.0,150.0,-33.0,903.0,-4088.0,15842.0
81.077,-25.0,147.0,-13.0,951.0,-4114.0,15779.0
81.478,-130.0,8.0,6.0,653.0,-4173.0,15907.0
81.879,-293.0,193.0,-382.0,57.0,-4444.0,15745.0
82.28,-165.0,-12.0,-28.0,896.0,-4450.0,16005.0
82.681,-25.0,-206.0,-361.0,840.0,-4533.0,15850.0
83.082,-114.0,137.0,195.0,777.0,-4479.0,15902.0
83.483,5.0,-134.0,-48.0,724.0,-4245.0,15950.0
83.884,-89.0,-50.0,12.0,802.0,-4321.0,15914.0
84.285,-13.0,17.0,0.0,467.0,-4300.0,16026.0
84.686,-73.0,-39.0,-30.0,936.0,-4427.0,15861.0
85.087,-148.0,-50.0,-52.0,838.0,-4250.0,15903.0
85.488,31.0,6.0,-51.0,805.0,-4151.0,15686.0
85.889,-275.0,83.0,71.0,626.0,-4428.0,15904.0
86.29,-238.0,100.0,83.0,755.0,-4156.0,15793.0
86.691,17.0,46.0,-1.0,600.0,-4540.0,15851.0
87.092,80.0,-35.0,75.0,758.0,-4299.0,15768.0
87.493,15.0,-52.0,43.0,860.0,-4424.0,15683.0
87.894,-81.0,-47.0,-14.0,790.0,-4473.0,15773.0
88.295,-219.0,-176.0,-23.0,978.0,-4804.0,15622.0
88.696,115.0,31.0,131.0,509.0,-4370.0,16014.0
89.097,-154.0,-38.0,-15.0,704.0,-4564.0,15879.0
89.498,54.0,-266.0,-12.0,666.0,-4453.0,15820.0
89.899,-138.0,52.0,-209.0,1116.0,-4922.0,15674.0
90.3,-170.0,39.0,-299.0,497.0,-4507.0,15950.0
90.701,-96.0,51.0,-94.0,849.0,-4472.0,15679.0
91.102,-199.0,-205.0,62.0,1116.0,-4592.0,15655.0
91.503,-42.0,11.0,-18.0,795.0,-4464.0,15730.0
91.904,-540.0,310.0,-194.0,1218.0,-5344.0,15322.0
92.305,-130.0,-10.0,-54.0,599.0,-4473.0,15932.0
92.706,83.0,14.0,-78.0,496.0,-4464.0,15894.0
93.107,-54.0,-55.0,-121.0,685.0,-4830.0,15685.0
93.508,-49.0,25.0,105.0,783.0,-4635.0,15803.0
93.909,180.0,205.0,186.0,515.0,-4648.0,15979.0
94.31,-33.0,-74.0,-56.0,450.0,-4537.0,15974.0
94.711,-218.0,-123.0,-65.0,845.0,-4858.0,15779.0
95.112,-44.0,-158.0,136.0,1175.0,-4691.0,15444.0
95.513,99.0,229.0,102.0,621.0,-4635.0,15754.0
95.914,10.0,-78.0,312.0,977.0,-4822.0,15347.0
96.315,-56.0,125.0,18.0,647.0,-4859.0,15748.0
96.716,-47.0,170.0,-82.0,819.0,-4871.0,15778.0
97.117,-133.0,-33.0,-178.0,498.0,-4922.0,15799.0
97.518,-59.0,85.0,81.0,782.0,-4907.0,15737.0
97.919,-19.0,43.0,-114.0,574.0,-4704.0,15683.0
98.32,-235.0,-134.0,-10.0,741.0,-4855.0,15496.0
98.721,-90.0,-81.0,155.0,934.0,-5117.0,15497.0
99.122,66.0,-155.0,-47.0,561.0,-4729.0,15723.0
99.523,21.0,56.0,53.0,735.0,-5050.0,15659.0
99.924,21.0,-91.0,18.0,837.0,-5169.0,15674.0
100.325,-93.0,32.0,58.0,925.0,-5153.0,15541.0
100.726,-92.0,82.0,-160.0,662.0,-4880.0,15600.0
101.127,22.0,-313.0,336.0,541.0,-5168.0,15970.0
101.528,1475.0,269.0,1049.0,481.0,-4512.0,16033.0
101.929,2946.0,-3673.0,197.0,3249.0,-1983.0,15518.0
102.33,-1704.0,-1387.0,-762.0,5662.0,-3407.0,15247.0
102.731,493.0,-2225.0,-675.0,8459.0,-1421.0,13621.0
103.132,-195.0,-1689.0,-686.0,10123.0,16.0,13717.0
103.533,622.0,-1117.0,-240.0,11995.0,89.0,11236.0
103.934,157.0,-488.0,-337.0,12030.0,-128.0,11569.0
104.335,-54.0,-767.0,-165.0,12765.0,98.0,11017.0
104.736,748.0,-1873.0,-386.0,14056.0,132.0,10145.0
105.137,131.0,-505.0,-148.0,13735.0,966.0,9352.0
105.538,121.0,-436.0,0.0,14082.0,550.0,9106.0
105.939,839.0,-1850.0,127.0,13810.0,2093.0,8368.0
106.34,-1538.0,1551.0,27.0,10012.0,-2403.0,6440.0
106.741,-189.0,64.0,243.0,14418.0,2069.0,7019.0
107.142,338.0,-533.0,-5.0,14916.0,1943.0,6335.0
107.543,232.0,-290.0,-170.0,14871.0,2729.0,5953.0
107.944,374.0,-179.0,167.0,14851.0,3302.0,5774.0
108.345,252.0,-241.0,-541.0,15012.0,3177.0,5712.0
108.746,-739.0,4171.0,392.0,16088.0,3532.0,5735.0
109.147,-2824.0,8603.0,1128.0,12647.0,1354.0,9682.0
109.548,993.0,3599.0,647.0,8235.0,-849.0,13315.0
109.949,-1197.0,3247.0,649.0,5043.0,-1700.0,15335.0
110.35,111.0,467.0,-165.0,3475.0,-2161.0,15722.0
110.751,-913.0,-187.0,172.0,2211.0,-2511.0,16152.0
111.152,-545.0,-92.0,327.0,1375.0,-2556.0,16635.0
111.553,116.0,242.0,795.0,1501.0,-1944.0,16841.0
111.954,-186.0,196.0,234.0,1864.0,-2736.0,15779.0
112.355,166.0,48.0,36.0,1530.0,-2834.0,16183.0
112.756,180.0,82.0,147.0,1630.0,-2219.0,16311.0
113.157,4425.0,640.0,541.0,425.0,-1194.0,16733.0
113.558,3902.0,47.0,-438.0,1096.0,2178.0,16028.0
113.959,1315.0,52.0,243.0,-167.0,3566.0,15989.0
114.36,1452.0,55.0,54.0,339.0,5541.0,15576.0
114.761,1128.0,-182.0,163.0,414.0,6654.0,14824.0
115.162,697.0,10.0,168.0,22.0,6634.0,14476.0
115.563,1210.0,-69.0,328.0,362.0,8999.0,13953.0
115.964,1975.0,563.0,363.0,61.0,10389.0,14009.0
116.365,415.0,21.0,218.0,323.0,9610.0,13071.0
116.766,1273.0,-89.0,464.0,623.0,11883.0,13162.0
117.167,22.0,-9.0,299.0,41.0,11785.0,12032.0
117.568,123.0,-103.0,338.0,545.0,11433.0,11049.0
117.969,-248.0,25.0,305.0,735.0,12602.0,10612.0
118.37,221.0,234.0,257.0,833.0,12112.0,10445.0
118.771,1339.0,349.0,95.0,774.0,12608.0,9959.0
119.172,1844.0,645.0,-150.0,-799.0,16531.0,7432.0
119.573,5801.0,1810.0,-1484.0,-935.0,15192.0,6267.0
119.974,1817.0,697.0,1280.0,-784.0,16578.0,3040.0
120.375,-1239.0,-391.0,705.0,-661.0,15925.0,2568.0
120.776,-106.0,94.0,179.0,-446.0,15947.0,2037.0
121.177,240.0,-121.0,52.0,-364.0,16397.0,2113.0
121.578,36.0,-100.0,79.0,-429.0,16196.0,2187.0
121.979,-500.0,198.0,120.0,-557.0,15799.0,2283.0
122.38,-3301.0,27.0,-115.0,-215.0,16070.0,3411.0
122.781,-3259.0,488.0,-348.0,-714.0,14493.0,6748.0
123.182,-2934.0,443.0,-250.0,-899.0,13797.0,9459.0
123.583,-6036.0,-2944.0,-807.0,-607.0,11179.0,11190.0
123.984,-4938.0,-911.0,400.0,-184.0,8375.0,14115.0
124.385,-4047.0,-2079.0,-116.0,551.0,5468.0,16399.0
124.786,-5897.0,298.0,-180.0,2852.0,2064.0,18353.0
125.187,-3304.0,-455.0,-694.0,3887.0,-3282.0,15706.0
125.588,-164.0,15.0,41.0,3433.0,-3901.0,15595.0
125.989,-184.0,-377.0,-11.0,4231.0,-3287.0,15799.0
126.39,186.0,324.0,18.0,3659.0,-4829.0,15574.0
126.791,346.0,322.0,276.0,3495.0,-4215.0,15724.0
127.192,265.0,196.0,243.0,3135.0,-4480.0,15736.0
127.593,487.0,345.0,74.0,3413.0,-3949.0,15721.0
127.994,276.0,461.0,362.0,2937.0,-3328.0,15987.0
128.395,-143.0,-98.0,-191.0,3498.0,-4195.0,15758.0
128.796,21.0,98.0,95.0,3260.0,-3875.0,15618.0
129.197,142.0,177.0,-89.0,3240.0,-3685.0,15698.0
129.598,-203.0,116.0,79.0,3615.0,-4593.0,15712.0
129.999,276.0,2203.0,1702.0,2230.0,-3735.0,15988.0
130.4,-3977.0,2264.0,1678.0,4912.0,-4396.0,15913.0
130.801,8.0,-7204.0,-1236.0,5142.0,-2210.0,16826.0
131.202,-726.0,-3151.0,575.0,2992.0,-4074.0,16638.0
131.603,3140.0,1716.0,1390.0,-1360.0,-2184.0,14065.0
132.004,-610.0,-1099.0,406.0,1531.0,-3209.0,16798.0
132.405,-413.0,-24.0,-63.0,1114.0,-3230.0,16193.0
132.806,-83.0,1988.0,274.0,463.0,-3741.0,16379.0
133.207,65.0,98.0,-147.0,1049.0,-3214.0,16354.0
133.608,74.0,-268.0,541.0,10.0,-3188.0,15644.0
134.009,-480.0,592.0,-34.0,224.0,-3684.0,15975.0
134.41,722.0,-1516.0,583.0,873.0,-3339.0,16134.0
134.811,179.0,-196.0,103.0,1124.0,-3177.0,15903.0
135.212,-172.0,12.0,13.0,1564.0,-3277.0,16024.0
135.613,-215.0,-227.0,-12.0,1131.0,-3608.0,16206.0
136.014,-246.0,158.0,56.0,1203.0,-3651.0,16142.0
136.415,44.0,-104.0,40.0,986.0,-3612.0,15958.0
136.816,-195.0,-27.0,181.0,791.0,-3617.0,15866.0
137.217,-228.0,379.0,-34.0,653.0,-3656.0,16015.0
137.618,79.0,-170.0,65.0,923.0,-3768.0,15944.0
138.019,223.0,-254.0,135.0,1380.0,-3681.0,16301.0
138.42,124.0,-292.0,-11.0,1855.0,-3348.0,16192.0
138.821,-29.0,-131.0,-31.0,1532.0,-3717.0,16380.0
139.222,-197.0,116.0,36.0,1704.0,-3319.0,15934.0
139.623,-75.0,-244.0,189.0,1870.0,-3309.0,15942.0
140.024,-190.0,250.0,-27.0,1727.0,-3410.0,15832.0
140.425,-280.0,79.0,141.0,1137.0,-3477.0,15609.0
140.826,-602.0,149.0,-55.0,1436.0,-3878.0,16108.0
141.227,-97.0,30.0,-56.0,1726.0,-3823.0,16220.0
141.628,111.0,-230.0,115.0,1420.0,-3532.0,15791.0
142.029,160.0,-169.0,36.0,2171.0,-3750.0,16235.0
142.43,140.0,-87.0,123.0,2140.0,-3560.0,16043.0
142.831,-137.0,-135.0,65.0,1750.0,-3546.0,15773.0
143.232,316.0,-20.0,61.0,1711.0,-3608.0,15670.0
143.633,174.0,-108.0,118.0,2067.0,-3382.0,15783.0
144.034,12.0,-187.0,95.0,2200.0,-3439.0,15883.0
144.435,-70.0,-7.0,20.0,1899.0,-3472.0,15939.0
144.836,-153.0,-142.0,-31.0,1718.0,-3879.0,16157.0
145.237,35.0,-35.0,55.0,1779.0,-3596.0,15912.0
145.638,54.0,-27.0,149.0,2050.0,-3403.0,16039.0
146.039,-391.0,184.0,-8.0,1840.0,-3522.0,15992.0
146.44,-26.0,63.0,21.0,1883.0,-3539.0,15945.0
146.841,7.0,-29.0,3.0,2021.0,-3514.0,15945.0
147.242,-176.0,272.0,-21.0,1780.0,-3417.0,15830.0
147.643,135.0,-38.0,59.0,2070.0,-3354.0,15897.0
148.044,1094.0,-769.0,414.0,1374.0,-2957.0,15101.0
148.445,-312.0,685.0,233.0,1065.0,-3852.0,15980.0
148.846,-193.0,-394.0,-88.0,916.0,-3761.0,15995.0
149.247,-117.0,-366.0,-96.0,1058.0,-3825.0,15972.0
149.648,174.0,-187.0,86.0,1146.0,-3867.0,15859.0
150.049,102.0,1660.0,62.0,-77.0,-4047.0,15601.0
150.45,-439.0,1183.0,190.0,1394.0,-3229.0,16090.0
150.851,-95.0,-1314.0,-63.0,2302.0,-2857.0,16170.0
151.252,16.0,242.0,-158.0,1476.0,-3806.0,16386.0
151.653,10.0,392.0,7.0,1273.0,-3401.0,15955.0
152.054,-430.0,426.0,-127.0,1659.0,-3564.0,16107.0
152.455,136.0,-292.0,97.0,1163.0,-3478.0,15851.0
152.856,-667.0,858.0,-178.0,1495.0,-3646.0,16159.0
153.257,32.0,55.0,111.0,1366.0,-3687.0,15847.0
153.658,126.0,-260.0,109.0,1521.0,-3600.0,16036.0
154.059,-117.0,-114.0,4.0,1229.0,-3617.0,15884.0
154.46,233.0,-192.0,100.0,1488.0,-3644.0,16094.0
154.861,379.0,-387.0,228.0,1341.0,-3429.0,15962.0
155.262,316.0,108.0,120.0,1447.0,-3131.0,15700.0
155.663,-574.0,918.0,-161.0,1946.0,-3342.0,15805.0
156.064,225.0,-457.0,122.0,1843.0,-3456.0,15982.0
156.465,-130.0,181.0,4.0,1496.0,-3445.0,16053.0
156.866,218.0,-287.0,140.0,1500.0,-3329.0,15913.0
